address,latitude,longitude,name,tel1,tel2
永盛路附近,29.593204,106.375306,海泰汽车租赁,,
兴塘路2号附5号,29.503982,106.652050,颂车小站(01026),4000450968,
鸳鸯北路18-3号附近,29.665223,106.556947,客来好租车,,
南区路160号南园大酒店1-2层,29.551400,106.553646,重庆大明汽车租赁有限公司,023-63601618,
渝南大道万达广场楼上,29.399609,106.544010,巴南恒初租车公司,13996135271,
龙海大道3幢6号南70米,29.399303,106.538263,金美租车,,
光彩大道368号鸿达宾馆旁,29.387124,105.883315,盟盟同行租车,,
通江大道附近,29.505288,106.654559,大方租车,,
红黄路445号七彩空间1栋16-6,29.586392,106.544121,重庆协程租车公司,023-67876715,4000022139
西华路与铝城四路交叉口北50米,29.300564,106.327739,奇缘汽车租赁,15320512569,18983474576
旗山路250-1号附近,29.591184,106.490810,傲冠租车,023-67584311,
星汇两江艺术商业中心1区广场,29.617079,106.502541,盼达用车(星汇两江),,
宏声路36号20附近,29.531072,106.572361,吉强租车,13983011575,
江南大道8号-附17号,29.525589,106.569334,南坪宝晟源租车公司,13308395939,
松石支路206附近,29.592181,106.502463,欣驰租车(大龙山店),,
南湖路18号,29.515767,106.569115,凯尊租车,13883979299,
天宫大道97附22号,29.600947,106.551168,柒月租车(龙头寺店),,
江南大道69号海德酒店,29.520349,106.575676,南坪辉梦租车,,
龙溪街道松牌路149号附4号,29.596673,106.517627,途牛租车,13368212223,
杨梨路206附近,29.553101,106.439719,大方租车,,
"移动商店,出租车正规出租车",29.553666,106.573905,二娃车车,15111806111,
盘溪三支路3号附近,29.593590,106.481932,宜帆租车,,
洋河北路9号附4号,29.586170,106.536903,亮典租车,023-86716021,
钢花路1032号,29.469847,106.485641,重庆名艺汽车租赁,18580029132,
建新东路81号-西40米附近,29.579210,106.556516,田雨租车,13983097462,
李家沱融汇半岛融汇大道56号,29.467452,106.516447,弹个车体验店融汇大道,18723332246,
桂南大道1附7附近,30.318438,107.339245,兄弟租车行,18225233118,
云江大道1732号附近,30.936787,108.693346,鸿途汽车租凭,,
南宾镇二环路万寿大道47号,29.994913,108.120268,平安汽车有限公司租赁部,,
洋河路74附近,29.578816,106.541846,勇程租车,,
石子山体育公园北门2号岗室外停车场,29.605267,106.490360,盼达用车(石子山体育公园),,
环球广场九楼E2-3,29.558865,106.546471,锐雯汽车租赁有限公司,,
松石支路与龙山三路交叉口西150米,29.595218,106.500737,神州租车,4006166666,
朝阳路6号附近,29.517061,106.453419,递谊租车,,
杨公桥与杨梨路交叉口西南100米,29.562495,106.447757,陆裕汽车租赁,,
人民路197号附近,29.559641,106.550885,帷幄租车,,
经开区南湖路26号10幢1-13号,29.513309,106.566694,乐淘租车,023-62771116,
红石路3-10号西南70米,29.582036,106.520149,头等舱租车,18623459119,
松石大道119号附近,29.582857,106.501834,OTOT租车,,
沙坪坝站西路,29.555198,106.452098,瓦尔塔电池汽车租赁,,
南兴路228号-附23号附近,29.519929,106.571718,拉恩租车,,
龙吟支路和龙吟路的交叉口附近,29.493545,106.542074,狼群汽车租赁,,
金开大道两江天地迪卡侬前,29.624816,106.530334,盼达用车(两江天地),,
红黄路89号中北大楼临街门面,29.586107,106.532263,市租租赁,,
康园路1号附近,29.600935,106.529857,启达租车,,
黄桷坪正街建新路黄桷坪正街停车场建新路,29.489783,106.543744,黄桷坪川美,,
江南大道8号-附4号,29.526603,106.568682,南坪恒初租车公司,13996135271,
龙山大道188附近,29.588861,106.499416,永鼎租车,,
江南大道8号-附22号,29.524861,106.569867,重庆凯利捷租车,18983352070,
107省道与208省道交叉口南150米,29.265232,106.231398,珠峰汽车租贸,,
大庙村附近,29.972593,106.406260,绿领租车,,
几江街道泡桐树街8号,29.278708,106.255674,双天汽车租赁,,
江南大道35号山河大厦,29.523720,106.572622,中远租车行,023-89816386,023-66640759
泡桐树街,29.276402,106.255630,臻畅汽车租赁,,
昌州大道西段107附近,29.366285,105.887386,旺川汽车租赁公司,,
滨江大道西段133号附近,29.281202,106.247587,神州租车,,
光彩大道与G85渝昆高速交叉口东北50米,29.370892,105.877191,千里达租车行,,
德感正街17附近,29.276470,106.235592,德感汽车租赁,,
白塔支路与白塔路交叉口西150米,29.980325,106.273582,神州租车,,
金开大道1791号,29.685685,106.572903,一嗨租车(翠云轻轨站送车点),,
大洪河正街与长洪公路交叉口北150米,30.002353,106.960078,乐泰汽车租赁,,
滨江大道附近,29.702616,107.408023,汽车租赁,,
回龙路三号楼疾控中心旁,29.044238,106.644383,跃海汽车租赁,,
和顺大道381附近,29.365159,105.950968,HY&徐豪车租赁,,
滨河大道附近,29.039866,106.684226,顺鑫汽车租赁有限公司,,
金川大道电子园公寓L号门,29.840603,106.088645,瑞程汽车租赁有限公司,,
龙城大道,29.851791,106.080229,运安汽车租赁,,
大新街105附1号附近,29.253730,106.981081,李小姐的店,,
迎宾路258附近,29.828914,106.056144,龙吉汽车租赁有限公司,,
巴川街道办事处云龙街94号,29.837583,106.054014,琦琦汽车租赁,023-45686565,15310192029
建兰路与石新路交叉口西50米,29.518806,106.456655,快诺汽车租赁,,
鲁能大道666号鲁能星城9街区A区麦当劳门口,29.594982,106.560387,一嗨租车(鲁能星城送车点),023-63067217,
科技大道120号,29.509077,106.458694,盼达用车(康田西锦),,
黄山大道中段星汇两江旁,29.616617,106.502420,一嗨租车（光电园送车点）,023-67561169,
红旗河沟渝通宾馆门口,29.586930,106.526237,一嗨租车(红旗河沟送车点),023-67561169,
解放碑较场口恒通云鼎国际公寓A座10-4号,29.554695,106.576249,至尊用车(重庆解放碑店),18602327700,
滨港路73附13号(碧津3号线轻轨站上行200米),29.713388,106.632460,尊腾汽车租赁,023-67175113,
李家沱正街时代壹佰7-4,29.464192,106.546102,睿驰租车,18983352070,
北山大道184号,30.821641,108.389243,鸿运汽车租赁一公司,,
创业大道97号华伟冻库室外停车场,29.502235,106.449521,创业路,,
奥体五支路33号附近,29.523820,106.508689,永鼎租车(奥体店),,
大竹林街道楠竹路5号1-1-6,29.623400,106.479530,重庆爱妃汽车租赁有限公司,,
松石路东和春天交通银行旁,29.591703,106.504610,一嗨租车(东和春天送车点),023-67561169,
陈家桥轻轨站出口20米,29.607691,106.328852,盼达用车(鼎吉驾校),,
科园四路龙湖新壹城1号楼4033号,29.528779,106.491910,重庆华畅租车,023-68032252,
青龙路132号,30.927989,108.697505,龙腾汽车租赁,023-85868111,15334605756
渝州路29号,29.533392,106.486496,九龙坡万庆租车公司,,
人和香锦路4号,29.614266,106.531573,重庆速运汽车租赁有限公司,,
渝新路235号半山公馆斜对面,29.538769,106.485588,启顺租车,023-68882937,023-88603423
江滨路69号北80米,29.389246,106.515379,滨江租车行,,
鱼胡路4-27附近,29.375660,106.533800,凯利捷租车,,
左岸陈桥37号附3号,29.617556,106.340407,颂车小站(02023),,
金剑路416附近,29.577900,106.230872,园博汽车租赁,,
兰馨大道6号14幢10附近,29.698849,106.605688,大方租车,,
大学城南路,29.598885,106.299499,颂车小站(02007),,
龙溪镇松石支路51号1幢1-8-3,29.703516,106.598340,重庆超程环卫有限公司,18623321299,
洋河2村66号,29.580821,106.530338,辉腾租车(洋河一路店),13350311788,
大学城南一路,29.583218,106.282982,颂车小站(02021),,
复兴街思源福居公租房三组团内,29.808034,106.552954,盼达用车(思源福居),,
两路街道江北机场T2对面,29.716993,106.635422,携程重庆机场租车中心,15683276555,
到丁家永川,29.481370,106.242393,服众快车,15223101979,
双龙东路126号,29.703784,106.628309,乾亨租车,,
双龙东路124附近,29.703804,106.628331,车速递租车,,
云开路1号附近,29.815898,106.398094,辉逢汽车租赁,,
泉山路北50米,29.587151,106.212228,太享利房车租赁,,
龙山二路6-附12号附近,29.597398,106.501322,重庆金钥匙科技服务有限公司,,
空港大道596号附近,29.739577,106.640006,邦达租车市租三公司,,
几江街道鼎山大道351号,29.278564,106.259445,泰东租凭,,
铝城西路,29.303784,106.331260,朋源租车,,
东湖南路82附近,29.602595,106.541900,悟空租车(东湖南路店),,
南坪镇学府大道50号附6号,29.497362,106.573142,重庆凯利捷租车,18983977848,
青龙路四巷9号,30.931898,108.695142,畅通汽车租赁,15823720118,
融汇大道西流沱巨星花园A区,29.460775,106.520239,巴南名艺租车公司,18580029132,
华玉路433号附10号,29.483482,106.436574,重庆道达汽车租赁公司,19908327779,
凤笙路金凤电子产业园园区宿舍大门内,29.538864,106.313387,盼达用车(金凤电子产业园),,
,29.602323,106.551234,滴滴租车,,
丁香路8号附14号,29.602237,106.551297,桐叶租车(重庆北站店),023-67684208,
黄桷垭后街26号附近,29.536351,106.603355,古道租车行,,
渝南大道52号,29.466333,106.562388,颂车小站(05017),,
民安大道136号附近,29.611210,106.526976,好运道汽车租赁,,
仁和压铸有限公司,29.619101,106.477824,忠义龙,13658286478,
协信星光天地4栋17-4,29.627672,106.532755,达至汽车租赁有限公司,023-63885402,
渝南大道70号附74号,29.457858,106.558099,一嗨租车(九公里店),13274006797,
天吉路,29.617084,106.547327,颂车小站(04015),,
烟雨路四公里枢纽站出租车入口处,29.517048,106.578296,盼达用车(四公里枢纽站),,
天福路61号附21号,29.619434,106.553773,69号超跑租赁,,
渝南大道128号东北80米,29.434281,106.551113,快诺汽车租赁,,
腾龙大道61附近,29.599051,106.600317,艺城租赁,,
国际博览中心北登陆厅正前方150米P2停车场,29.725551,106.546240,盼达用车(国博中心),,
渝澳大道1912-1914号附近,29.585146,106.521219,KK租车,,
洋河北路11号附7号,29.586068,106.538117,新东福汽车租赁,13350334356,
江北机场国内到达6号门,29.717521,106.638152,悟空租车(江北机场),,
晶瑞大厦2栋15楼,29.599172,106.548078,宜度租车,,
普福大道龙兴福居公租房商业街停车场出口,29.712829,106.788737,盼达用车(龙兴福居),,
汉渝路13号附1号8-1号,29.558371,106.465836,至尊用车(重庆沙坪坝店),023-63736671,
泰山大道东段119号集散中心,29.606085,106.553231,渝运租赁,,
回兴城北蓝色星空1幢(回兴立交东),29.677404,106.609294,君畅租车,,
桃花源大道中路与桃花源大道南路交叉口东南50米,28.832980,108.768683,顺达汽车租赁,023-75581111,13193241777
龙兴镇两江大道天堡福居公租房小区,29.683545,106.760595,盼达用车(天堡福居),,
红原路111号东原D7区三期2栋18-8号,29.571479,106.498270,重庆尊呈租车公司,13340224777,
金童路轻轨站2号出口复地复城国际旁,29.643536,106.567732,一嗨租车(汽博中心送车点),023-63067217,
双龙西路与飞湖路交叉口北100米,29.704721,106.617974,众信汽车租赁,,
八一路260号恒通云鼎A座19楼4室(恒通大厦),29.554260,106.576340,宏达汽车租赁有限公司,15159908698,
江北国际机场停车场1区,29.713717,106.635979,荣归租车(江北机场店),15823111163,
大学城北路139号(大学城地铁站旁),29.607652,106.309963,盼达用车(大学城地铁站),,
钟楼支路2号附2号,29.153204,107.096349,诚运租赁公司,023-85622888,
渝新路260号附2号,29.537499,106.487303,邦能汽车租赁,023-68526026,13637777573
北城路珠江国际B区车库旁,29.572181,106.561432,金港租车(珠江国际店),,
桃花源镇翠屏山大道中路11号,28.837011,108.770694,酉州车行,023-75581566,18325230655
科园六路附87号,29.532624,106.498850,华狮租车(科园六路店),13436000009,13708358145
龙兴镇绿城两江御园售房部东侧,29.686949,106.814002,盼达用车(绿城两江御园),,
凤天大道巴味堂正门,29.532539,106.456103,盼达用车(天骄年华),,
太白路99号附7号1-37,30.806977,108.380237,福斯德汽车租赁,023-58123933,13983525315
花园中路94附9号,29.539766,106.453264,盼达用车(天鑫花园),,
兴盛大道36号,29.586324,106.547359,喜亿租车(兴盛大道店),023-67101199,18883333005
国本支路9号,30.816628,108.369286,万运汽车租赁,023-58126678,18323721678
信义街与朝千路交叉口东北100米,29.566253,106.587054,神州租车(朝天门广场点),4006166666,
-江北-五里店五里店原茶园车站现融景城车站旁,29.586290,106.564559,奔途汽车租赁有限公司,18983028819,
虎歇路升伟·中环广场露天停车场,29.543727,106.499536,盼达用车(升伟·中环广场),,
红狮大道6号巴国城石生国际茶城门前,29.500046,106.475249,盼达用车(巴国城),,
龙湖源著南区21幢18-15,29.599955,106.489727,宜帆租车(龙湖源著南区),023-86911468,
冉家坝龙湖紫都星座B栋404,29.584556,106.497161,重庆中天汽车租赁有限公司,023-67534376,
大学城启迪协信城立方西区商业2对街画线停车位,29.583130,106.311410,盼达用车(启迪协信城立方),023-86064346,
盘龙正街金茂悦商场露天停车场内,29.507063,106.493018,盼达用车(盘龙金茂悦),,
西子路51号附近,29.499848,106.518073,迪卡租车,023-68031292,
天宝路与直港大道交叉口东北50米,29.509344,106.521747,环磊租车,,
南坪东路587号重庆滨江皇冠假日酒店内,29.540066,106.582670,一嗨租车(皇冠假日酒店送车点),023-62819901,
虎头岩立交,29.545568,106.496783,尚磊汽车租赁,,
石美路巴山公交站旁驾校内,29.520461,106.468004,巴山驾校,,
桃花源大道中路219号华章财富国际2F38号,28.833920,108.768890,酉阳县旺顺租车行,13224042666,
小龙坎新街99号12-c2,29.559807,106.462102,重庆亨韵汽车租赁有限公司,023-65361521,15823422110
交通路189号附近,29.526101,108.769252,途泰汽车租赁,,
官坝路汽车东站进口斜对面,29.526475,108.790562,途信租车(官坝店),13272663456,
建北一支路8号新上海大厦A栋06-20号,29.574624,106.533784,吉景商贸有限公司汽车租赁部,,
石新路61号3单元2层,29.521280,106.474027,久航租车,023-68611314,
观音桥建新西路4号附7号拓展大厦18层,29.572160,106.531470,驹安行汽车租赁有限公司,,
服装城大道48号君顿秀邸酒店停车场(酒店正大门左侧),29.664933,106.615712,盼达用车(君顿秀邸酒店),,
长江一路69号万国大厦商务D区,29.547145,106.530993,重庆万国汽车租赁有限公司,,
江城大道378号(合川区政府斜对面),29.972566,106.278939,华达租车,,
西科二路30号,29.601116,106.381874,重庆天创汽车租赁有限公司,023-65665107,17723530226
金建路中国邮政南100米二姐平价超市旁,29.444944,106.447395,七七租车,15086709080,
石坪桥横街58号附近,29.517561,106.504348,递谊租车,,
恒山东路与恒山西路交叉口东南附近,29.628873,106.478891,盼达用车(大竹林轻轨站),,
两江新区互联网产业园C7栋4层,29.622574,106.492422,盼达用车(互联网产业园),,
沙坪坝公园南门,29.550762,106.458128,一嗨租车(沙坪公园送车点),023-65803580,
长大路2号半山公馆对面,29.538859,106.485741,启顺租车石桥铺分公司,023-88603423,
民族路18号新重庆公寓9层,29.561288,106.582092,重庆华泰汽车租赁有限公司,,
二环路,29.991990,108.117613,安达小汽车租赁公司,15736664885,15730255809
高笋塘1号附6号(万州宾馆停车场入口处),30.812050,108.377950,捷通汽车租赁,023-58256699,
松石北路与松石支路交叉口西北50米,29.584901,106.503715,乐达汽车租赁,,
南坪西路1号西计大厦9层,29.528096,106.567251,瑞安租车(珊瑚路),023-86228388,
石井坡街道中心湾中心路旁停车场,29.596272,106.442692,石井坡(中心路),,
泰山大道东段29号,29.605014,106.544486,恒冠租车,,
泰山大道东段39号,29.605117,106.544540,重庆恒冠汽车租赁,023-66978888,13228548888
鼎山街道鼎山大道351号,29.278583,106.259490,泰东租赁柏林分公司,023-47565099,13594652999
红黄路89号中北大楼旁,29.586333,106.532411,市租汽车租赁,,
金龙路12号尖峰茶楼停车场,29.583501,106.511957,鑫煌租车,13667690269,15215119818
科园一路3号渝高大厦4层11,29.531548,106.485695,重庆良鸿汽车租赁有限公司,,
大石坝首创鸿恩4期1号楼12-16,29.571992,106.499218,丰华租车,023-86860046,18883671810
新溉大道231号附12号,29.601627,106.533717,豪邦租车,023-60390267,
建北四支路2号北辰名都1层,29.577048,106.530152,腾达汽车租赁(重庆店),023-67966026,
金龙路与龙华大道交叉口南50米,29.589595,106.517222,福安租车,,
中医院对面商社物流公司内,29.493706,106.484929,盼达用车(停用),,
大学城思贤路东方剑桥春风幼儿园对面,29.588520,106.305357,盼达用车,,
凯歌三支路8号,29.694859,106.611077,铄灵租车,023-67343371,15310447162
盘溪四支路170号附近,29.585764,106.486036,驰翔租车,,
云岗路2号附24号,29.610261,106.526107,庆旅租车(云岗路店),13370768111,
石坪桥横街1号,29.518449,106.505565,巨顺汽车租赁有限公司,15310337599,18996205229
烟雨路重庆四公里交通枢纽站旁,29.518745,106.578010,重庆交运租赁(海棠溪旗舰店),023-62881133,
白鹤路52号附5-附8号,29.516095,106.547810,乐升租车(白鹤路店),023-86336716,15683451319
南湖支路白鹤枢纽站电动客车充电站背后停车场,29.511079,106.565969,盼达用车(白鹤枢纽站),,
白马凼建材市场旁,29.538755,106.478655,和瑞租车(九龙坡店),,
红军路与翠屏山大道南路交叉口西100米,28.826366,108.774323,天天租车(红军路),13101178585,
南坪正街96号附近,29.537587,106.569734,优蓝汽车租赁,,
鼎山大道261号附2-4,29.276758,106.256527,重庆东和汽车租赁有限公司,023-47222777,13637887223
南坪东路15号新洲大厦,29.529530,106.572044,重庆上邦汽车租赁公司,15922617673,
拓展路与腾滨路交叉口东北50米,29.592140,106.591655,甲壳虫租车公司,,
五里店欧亚达家居生活广场,29.582992,106.561995,一嗨租车(五里店送车点),023-63067217,
党校路与天梨路交叉口西北50米,29.549778,106.450467,荣升租车,,
天梨路218号附9号,29.551384,106.439810,万庆租车,13399880875,
桃花源大道南路369号,28.824615,108.774777,168租赁行,13996951022,15023992333
红石路5号北部尚座31-10室,29.582881,106.524795,假日租车(北部尚座店),023-68171077,023-68171369
长生路47附52号附近,29.503622,106.662838,先建租车(长生路),,
弹子石红星腾黄路盘龙花园B区西门,29.599694,106.602365,先建汽车租赁(腾黄路),4000023991,13047388858
金港路138号,29.684051,106.599293,神行者租车(金港路),023-61302211,
天马山沿河西路陈家桥医院西北50米,29.615975,106.337025,诚必合租车,023-65008006,17723779767
汉渝路18附14号,29.557898,106.467535,沙坪坝富荔源租车公司,023-65335899,13658361188
宏帆路3附近,29.591905,106.462895,东尊租车,023-67669759,
杨梨路融汇温泉城圣地亚北区224号附2号,29.552801,106.439607,乐亿美租车,18223221968,
天宫大道97附17-18号附近,29.601297,106.551078,创言汽车,,
海尔路199号,29.613791,106.579394,渝汇汽车经纪有限公司,13320260220,
新南路145号附12号,29.600036,106.513406,宜帆租车(新南路店),023-67122419,15870477855
大坪长江二路174号长城酒店1楼,29.533592,106.514821,干鼎租车,023-68960692,
跃进支路与跃进路交叉口东150米,29.489201,106.495878,速达汽车租赁,,
大坪时代天街3号3107室,29.538653,106.512145,优达汽车租赁签约中心,17388290777,
五童街与红黄路交叉口东北50米,29.588426,106.540487,星昊租车,15002346868,
旗龙路60号附27号(太阳园车库出口)左侧,29.593602,106.494914,中祥租车(冉家坝店),18723231606,
港汇路88号附108号,29.731257,106.632166,立荣租车,,
龙头寺天宫大道136号,29.601300,106.550279,明双租车,023-67535250,18302388880
奥体五支路金牌大厦12-7号,29.523693,106.508583,崇熙租车,023-86378976,4006696595
龙山一路322号,29.598858,106.494609,宜帆租车(龙山一路店),13883222230,
渝州路59号石桥广场停车场,29.536422,106.492468,盼达用车(石桥广场),,
泰山大道东段60号附10号,29.602802,106.552313,尚益达租车(龙头寺店),023-67880076,15223339122
红锦大道570号(近锦绣山庄),29.610201,106.521528,松源汽车租赁,023-67504500,
嘉华隧道与大坪正街交叉口西100米,29.540752,106.519578,专城租车,023-68009096,15025302950
新牌坊云杉北路81号海洲国际小区露天停车场,29.613755,106.518634,盼达用车(海洲国际),,
站西路重庆师范大学后门50米处(沙铁村对面停车场内),29.555637,106.453801,盼达用车(重庆师范大学),,
龙塔街道华园路一巷38号,29.602614,106.559016,汇程租车,13251321888,18523162317
五黄路与渝鲁大道交叉口东南150米,29.585626,106.562795,西捷租车,,
新溉大道402号附35号,29.598254,106.553691,科达租车(龙头寺店),15823111127,
丁香路8号附16号,29.602127,106.551196,金美租车(龙头寺店),023-67684208,023-67717690
大黄路公交车站天澄堡社区旁,29.535752,106.522532,盼达用车(大黄路),,
余松一支路2号附近,29.584959,106.497099,呼应汽车租赁(余松一支路),13667695553,
红原路92号,29.568648,106.489201,一嗨租车(燕山会馆送车点),023-63276280,023-67561169
新华路201号联合国际车库入口,29.557060,106.582145,一嗨租车(解放碑便捷点),15683685848,
涂山路574号4-1,29.577695,106.600990,重庆市先建汽车租赁有限公司,023-62787585,023-62508245
松牌路96号,29.590672,106.514411,华廷租车,,
花园路10号龙锦苑小区3栋17-6,29.526841,106.555361,重庆嘉禾婚车租赁,13983699975,
丁香路8-16号,29.602267,106.551358,悟空租车(火车北站),023-67684208,4000515507
红锦大道与锦坪街交叉口东北50米,29.589135,106.525340,中安汽车租赁,,
龙泉路71号,29.495403,106.488510,鑫汇汽车租赁公司,023-68837466,
红黄路20号(洋河三路路口),29.585602,106.532727,中南汽租,,
万年路邢家桥社区停车场内,29.619519,106.529492,盼达用车(邢家桥社区),,
五童路奥飞马1-5,29.588574,106.540301,一嗨租车,,
松石北路与松石支路交叉口西50米,29.584870,106.503701,重庆万雄汽车租赁,,
长江二路88号爱华龙都大厦,29.540940,106.520286,龙搏租车,023-89310601,023-68718190
红石路5-2附近,29.582542,106.519976,正大租车,023-67627772,13220271288
渝航路四巷6号,29.719034,106.633569,欧冠祥汽车租赁,023-67174766,13883472561
旗龙路60附近,29.593488,106.495354,易游租车,13648385980,
观音桥阳光城6楼,29.576496,106.531098,九通汽车租赁,,
回兴镇街道兴科大道299号农村商业银行,29.689858,106.605827,一嗨租车回兴轻轨站送车点,18883365499,
石新路2号附18号,29.528192,106.479942,世鼎租车,13368476888,023-86970049
喜地山戴斯大酒店附近,29.717231,106.635264,神舟租车,,
宏帆路91号海悦香缇小区入口处,29.591421,106.466821,盼达用车(海悦香缇),,
万寿大道104-3号,29.991983,108.117534,安利达汽车租赁公司,13648235234,15683003888
金紫街116-17号附近,29.520927,106.566473,顶皓汽车租赁有限公司,,
民生路9号阳光星座,29.555006,106.573598,华锋汽车租赁(沙区站),023-66690892,023-66579373
丁香路8号附22号,29.602032,106.551106,重庆鑫港租车公司(渝北总店),023-86622019,023-86077107
上游三村8号1一2号门面,29.499408,106.508628,驰程租车(锦龙苑东南),13657696626,023-62228899
河滨西路北段48号,29.534473,108.780248,重庆百艺租车行,13908270518,
新华大道中段与联合街交叉口南50米,29.525491,108.787619,小什字汽车租赁,,
鼎山大道58号金科世界城27栋2单元2-6号商铺,29.269182,106.255609,重庆禾易汽车租赁有限公司(江津店),023-47538085,
渝新路260附6号,29.537477,106.487291,驰程汽车租赁(渝新路),023-68526026,
谢家湾正街47号艾佳A栋1层,29.518067,106.517112,八方租车(谢小路店),023-68669619,
青龙路313号,30.932387,108.694090,安畅汽车租赁行,15084307676,
关坪路107附近,30.922546,108.710725,恒通汽车租赁(关坪路),13668427988,
建新南路11号浩博天庭一楼大厅,29.571548,106.535010,鼎隆汽车租赁(观音桥店),023-67521122,13389648777
西园路69号附32号,29.277941,106.255636,鑫盾汽车租赁(津西花园店),023-85533266,
科园四路75-77附近,29.533178,106.494413,奥邦汽车租赁,15802382055,
重庆江北机场T2航站楼租车专用停车场,29.718328,106.635915,神州租车(重庆江北机场T2航站楼店),4006166666,13368386983
璧城街道文星路10号,29.586070,106.236923,安峰汽车租赁,023-87380868,13883206218
康恒路19号,29.497319,106.567780,尚途租车,13500367848,
科园四路11号附近,29.534084,106.494590,良鸿汽车租赁公司,,
兴农东街58号龙华汽修厂斜对面,29.839010,106.060510,龙城汽车租赁(水巷子店),023-45676111,13983683427
亚太路9号附86号,29.535740,106.559630,1号租车(南坪店),,
江南大道万达广场商务公寓4栋24-3号,29.525173,106.569690,南坪中祥租车公司,023-86228298,18723231606
北山路与渝东步行街交叉口北50米,30.825733,108.390279,佳州汽车租赁,023-85731788,
鸡冠石路3号附49号,29.606289,106.228835,快速汽车租赁,023-41600811,13320338025
璧城街道远林二街2附1号远林雅宇豪苑东区,29.593583,106.224126,吉安汽车出租,13628312682,
文星路与璧青路交叉口西北50米,29.586021,106.237291,弘达汽车租赁,,
五红路17附26号,29.583784,106.555901,明鹏租车(五红路店),023-86622199,023-67126798
临江路89号天伦华苑,29.558014,106.572198,重庆凌云汽车租赁有限公司,,
安庆路103-34号,30.760510,108.440831,翔龙汽车租赁有限公司,023-58544186,13668478188
福顺路11号2栋41号,29.556322,106.225903,鸿升汽车租赁有限公司,023-41510516,13667668111
沙滨路秋水与宝嘉段桥下停车场,29.571645,106.469091,盼达用车(沙滨路桥下停车场),,
易家沟长安医院旁13号,29.576682,106.551777,奔途租车,023-67122235,18983028819
洋河二路计生医院上行50米,29.584587,106.531748,重庆荣归租车公司,15823111163,15823320830
人和大道附近北城医院大门口,29.620463,106.528251,一嗨租车人和送车点,023-63067217,
新南路162号水晶星座13-11号(会馆旁),29.601384,106.504076,易游租车,023-63111511,
人和天来酒店旁,29.630550,106.531710,陆航者租车(人和店),023-63421366,
南坪西路63号附近,29.528087,106.554672,重庆驷途汽车租赁,,
天宫大道94号附6号,29.603548,106.550364,腾达租车(天宫大道店),023-63019868,13062345666
高九路经纬大道1098号同创高原商业广场,29.545610,106.484077,盼达用车(同创高原),,
丹龙路5号,29.514667,106.542640,沃克汽车租赁,,
松石大道111号丰业小区B栋1-23号,29.582847,106.501883,叮叮租车(花园新村店),023-88567649,17783907855
旗龙路60号附34号,29.593606,106.494513,一嗨租车(冉家坝店),023-67561169,
天瑞路17号5栋附73号,29.617837,106.548669,韵辰租车,023-67305516,18523955529
都市花园东路66附66号,29.542078,106.454547,纬度租车,023-61718808,
